,match_uid_question_0,match_uid_question_1,match_uid_question_10,match_uid_question_11,match_uid_question_12,match_uid_question_13,match_uid_question_14,match_uid_question_15,match_uid_question_2,match_uid_question_3,match_uid_question_4,match_uid_question_5,match_uid_question_6,match_uid_question_7,match_uid_question_8,match_uid_question_9,uid_question_0,uid_question_1,uid_question_10,uid_question_11,uid_question_12,uid_question_13,uid_question_14,uid_question_15,uid_question_2,uid_question_3,uid_question_4,uid_question_5,uid_question_6,uid_question_7,uid_question_8,uid_question_9,star_plus
2537,Slightly agree,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Disagree,Agree,Agree,Agree,Slightly agree,Disagree,Agree,Slightly disagree,Slightly agree,Disagree,Slightly agree,,,,,,,,,,,,,,,,,2.0
2538,Disagree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Disagree,Neutral,Disagree,Slightly disagree,Agree,Slightly disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
2539,Slightly disagree,Slightly disagree,Neutral,Agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Neutral,Agree,,,,,,,,,,,,,,,,,4.0
2540,Slightly disagree,Neutral,Agree,Agree,Agree,Slightly agree,Agree,Slightly agree,Disagree,Slightly disagree,Slightly agree,Neutral,Neutral,Slightly disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
2541,Disagree,Slightly agree,Disagree,Slightly disagree,Disagree,Disagree,Disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Agree,Slightly agree,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
2542,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
2543,Neutral,Slightly agree,Slightly disagree,Agree,Agree,Slightly agree,Slightly agree,Disagree,Disagree,Agree,Neutral,Disagree,Slightly agree,Neutral,Slightly disagree,Agree,,,,,,,,,,,,,,,,,2.75
2544,,,,,,,,,,,,,,,,,Slightly disagree,Slightly agree,Neutral,Agree,Neutral,Agree,Neutral,Slightly disagree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Slightly agree,5.0
2545,Disagree,Slightly disagree,Slightly agree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Disagree,Disagree,Slightly agree,Slightly agree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
2546,,,,,,,,,,,,,,,,,Slightly agree,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Neutral,Agree,Neutral,Slightly agree,Slightly agree,Slightly disagree,Disagree,Agree,1.75
2547,,,,,,,,,,,,,,,,,Slightly agree,Slightly agree,Neutral,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Neutral,Disagree,Slightly disagree,Neutral,4.0
2548,Disagree,Slightly disagree,Neutral,Agree,Neutral,Neutral,Slightly agree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Slightly disagree,Neutral,Disagree,Neutral,Agree,,,,,,,,,,,,,,,,,3.0
2549,,,,,,,,,,,,,,,,,Slightly agree,Slightly agree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly agree,Neutral,Slightly agree,Slightly disagree,Slightly agree,Neutral,Agree,Agree,Neutral,Agree,5.0
2550,Disagree,Neutral,Neutral,Slightly disagree,Disagree,Disagree,Agree,Slightly disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Agree,Slightly disagree,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,5.0
2551,Disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,Agree,Agree,,,,,,,,,,,,,,,,,5.0
2552,Slightly agree,Agree,Slightly disagree,Slightly disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,,,,,,,,,,,,,,,,,4.0
2553,Disagree,Disagree,Disagree,Agree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Neutral,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,3.0
2554,Slightly agree,Slightly disagree,Agree,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,4.0
2555,Slightly agree,Agree,Neutral,Neutral,Slightly agree,Slightly agree,Agree,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly disagree,Neutral,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,3.25
2556,Disagree,Disagree,Agree,Agree,Disagree,Slightly agree,Slightly disagree,Disagree,Disagree,Agree,Neutral,Slightly agree,Slightly agree,Slightly disagree,Disagree,Agree,,,,,,,,,,,,,,,,,5.0
2557,,,,,,,,,,,,,,,,,Disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,Agree,Agree,2.5
2558,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,3.25
2559,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Slightly agree,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Slightly agree,4.75
2560,Disagree,Disagree,Neutral,Disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,Slightly disagree,Neutral,Slightly disagree,Slightly disagree,Neutral,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,3.25
2561,,,,,,,,,,,,,,,,,Disagree,Slightly agree,Agree,Neutral,Neutral,Agree,Slightly agree,Disagree,Disagree,Slightly disagree,Neutral,Neutral,Agree,Neutral,Slightly agree,Agree,5.0
2562,Neutral,Neutral,Slightly disagree,Slightly agree,Agree,Slightly agree,Agree,Disagree,Agree,Neutral,Disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
2563,Disagree,Neutral,Slightly disagree,Disagree,Slightly disagree,Slightly disagree,Agree,Disagree,Neutral,Slightly agree,Agree,Agree,Agree,Agree,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,0.75
2564,Slightly disagree,Neutral,Agree,Disagree,Slightly disagree,Neutral,Neutral,Disagree,Slightly agree,Slightly agree,Agree,Slightly disagree,Neutral,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,6.0
2565,,,,,,,,,,,,,,,,,Neutral,Disagree,Agree,Agree,Neutral,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly disagree,Slightly agree,Neutral,Slightly agree,Neutral,Slightly disagree,Agree,5.0
2566,Neutral,Slightly agree,Neutral,Neutral,Neutral,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Agree,Agree,Slightly agree,Agree,Agree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,5.0
2567,,,,,,,,,,,,,,,,,Slightly agree,Agree,Disagree,Agree,Slightly agree,Slightly disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,0.75
2568,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Neutral,Neutral,Slightly disagree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,5.0
2569,,,,,,,,,,,,,,,,,Neutral,Slightly disagree,Neutral,Neutral,Slightly disagree,Neutral,Slightly disagree,Disagree,Slightly disagree,Agree,Neutral,Slightly disagree,Slightly agree,Neutral,Neutral,Slightly agree,5.0
2570,Disagree,Neutral,Disagree,Agree,Slightly agree,Slightly agree,Agree,Neutral,Neutral,Disagree,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,,,,,,,,,,,,,,,,,2.0
2571,Slightly disagree,Neutral,Neutral,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Agree,Neutral,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
2572,Neutral,Agree,Slightly disagree,Slightly disagree,Slightly agree,Neutral,Agree,Slightly disagree,Agree,Neutral,Disagree,Slightly agree,Neutral,Disagree,Slightly disagree,Neutral,,,,,,,,,,,,,,,,,6.0
2573,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Slightly agree,Agree,Disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly disagree,Slightly agree,Agree,Disagree,Disagree,Agree,3.0
2574,Neutral,Disagree,Slightly disagree,Agree,Agree,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,Neutral,Slightly disagree,Disagree,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,5.0
2575,Disagree,Slightly disagree,Agree,Slightly disagree,Disagree,Slightly disagree,Agree,Neutral,Disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Slightly agree,Agree,,,,,,,,,,,,,,,,,3.25
2576,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Agree,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Neutral,,,,,,,,,,,,,,,,,2.0
2577,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Slightly disagree,Agree,5.0
2578,,,,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,5.0
2579,,,,,,,,,,,,,,,,,Disagree,Disagree,Agree,Neutral,Agree,Slightly agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Slightly disagree,Agree,Agree,5.0
2580,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,,,,,,,,,,,,,,,,,5.0
2581,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Slightly disagree,Disagree,Slightly disagree,Neutral,Neutral,Agree,Slightly disagree,Slightly agree,Agree,Slightly disagree,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,5.0
2582,Slightly disagree,Neutral,Agree,Slightly agree,Slightly disagree,Neutral,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,2.0
2583,Neutral,Slightly agree,Disagree,Neutral,Slightly disagree,Slightly agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
2584,,,,,,,,,,,,,,,,,Slightly agree,Slightly disagree,Slightly disagree,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Neutral,Disagree,Slightly agree,Neutral,Neutral,Slightly agree,5.0
2585,,,,,,,,,,,,,,,,,Disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Neutral,Agree,Slightly disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Agree,2.5
2586,Slightly disagree,Neutral,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Neutral,Neutral,Neutral,Disagree,Slightly disagree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,4.0
2587,,,,,,,,,,,,,,,,,Neutral,Slightly disagree,Slightly agree,Slightly disagree,Disagree,Disagree,Agree,Slightly disagree,Slightly agree,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,2.5
2588,,,,,,,,,,,,,,,,,Disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Neutral,Agree,Slightly disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Agree,2.5
2589,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,,,,,,,,,,,,,,,,,5.0
2590,,,,,,,,,,,,,,,,,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Slightly disagree,Neutral,Slightly disagree,Neutral,Neutral,2.25
2591,,,,,,,,,,,,,,,,,Slightly disagree,Neutral,Neutral,Slightly disagree,Disagree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Neutral,Agree,Slightly agree,Slightly disagree,Slightly agree,4.0
2592,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Agree,Disagree,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly disagree,Slightly disagree,Neutral,2.5
2593,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Agree,Neutral,Neutral,Disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Agree,Slightly agree,Neutral,Slightly agree,Slightly disagree,Agree,5.0
2594,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Neutral,Neutral,Slightly disagree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,3.25
2595,Neutral,Disagree,Disagree,Slightly agree,Slightly agree,Neutral,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Slightly agree,,,,,,,,,,,,,,,,,5.0
2596,,,,,,,,,,,,,,,,,Disagree,Neutral,Slightly agree,Neutral,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly agree,3.25
2597,,,,,,,,,,,,,,,,,Disagree,Neutral,Slightly agree,Neutral,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly agree,5.0
2598,Neutral,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly disagree,Slightly agree,Agree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Disagree,Slightly agree,Agree,Slightly disagree,Agree,Disagree,Slightly agree,Disagree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly agree,5.0
2599,,,,,,,,,,,,,,,,,Slightly agree,Agree,Slightly disagree,Slightly disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,5.0
2600,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Neutral,Slightly disagree,Slightly agree,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Agree,5.0
2601,,,,,,,,,,,,,,,,,Disagree,Neutral,Slightly agree,Slightly agree,Disagree,Disagree,Disagree,Disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,1.0
2602,Slightly agree,Disagree,Slightly agree,Agree,Slightly disagree,Agree,Disagree,Slightly agree,Disagree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly disagree,Neutral,Slightly agree,Slightly agree,Slightly agree,Neutral,Neutral,Neutral,Slightly disagree,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Agree,4.0
2603,Neutral,Slightly disagree,Slightly agree,Neutral,Disagree,Disagree,Disagree,Slightly disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,3.25
2604,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,,,,,,,,,,,,,,,,,5.0
2605,Disagree,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Agree,Slightly agree,Slightly disagree,Slightly disagree,Agree,Disagree,Slightly disagree,Agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Disagree,Slightly disagree,Neutral,Neutral,Slightly agree,Slightly agree,Slightly agree,Neutral,Agree,4.0
2606,,,,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,4.0
2607,Neutral,Agree,Agree,Disagree,Slightly agree,Agree,Agree,Slightly agree,Neutral,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,2.0
2608,,,,,,,,,,,,,,,,,Slightly agree,Neutral,Slightly agree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,1.5
2609,Disagree,Slightly agree,Neutral,Neutral,Neutral,Agree,Neutral,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,2.0
2610,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Slightly agree,Slightly agree,Agree,Neutral,Neutral,Disagree,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,3.25
2611,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Slightly agree,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Slightly agree,3.75
2612,Slightly agree,Agree,Neutral,Neutral,Slightly agree,Slightly agree,Agree,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly disagree,Neutral,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,5.0
2613,,,,,,,,,,,,,,,,,Disagree,Neutral,Slightly agree,Slightly agree,Disagree,Disagree,Disagree,Disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,3.25
2614,,,,,,,,,,,,,,,,,Slightly agree,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly disagree,Neutral,Neutral,Slightly agree,Slightly agree,Neutral,Agree,Slightly agree,Slightly disagree,Slightly agree,2.5
2615,,,,,,,,,,,,,,,,,Disagree,Neutral,Agree,Disagree,Slightly agree,Agree,Neutral,Slightly disagree,Disagree,Agree,Slightly agree,Disagree,Neutral,Disagree,Slightly agree,Agree,5.0
2616,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Disagree,Agree,Agree,Neutral,Slightly disagree,Agree,Slightly agree,Disagree,Neutral,2.0
2617,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
2618,,,,,,,,,,,,,,,,,Disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Neutral,Agree,Agree,Slightly agree,Neutral,Slightly disagree,Neutral,Agree,Slightly disagree,Slightly agree,Agree,3.25
2619,,,,,,,,,,,,,,,,,Slightly disagree,Neutral,Agree,Disagree,Disagree,Slightly agree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Neutral,Slightly disagree,Slightly agree,Agree,Agree,1.25
2620,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Slightly agree,Slightly agree,Agree,Neutral,Neutral,Disagree,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,5.0
2621,Neutral,Slightly agree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Neutral,Agree,Neutral,Agree,Agree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,3.0
2622,Slightly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,,,,,,,,,,,,,,,,,5.0
2623,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Disagree,Agree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
2624,,,,,,,,,,,,,,,,,Agree,Disagree,Agree,Slightly agree,Slightly agree,Agree,Slightly disagree,Slightly disagree,Agree,Slightly disagree,Disagree,Disagree,Slightly agree,Disagree,Disagree,Slightly agree,2.25
2625,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Slightly agree,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Slightly agree,4.75
2626,Slightly agree,Slightly agree,Agree,Slightly agree,Agree,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Slightly disagree,,,,,,,,,,,,,,,,,2.5
2627,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Slightly agree,Agree,Disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly disagree,Slightly agree,Agree,Disagree,Disagree,Agree,4.0
2628,,,,,,,,,,,,,,,,,Disagree,Slightly disagree,Agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Disagree,Slightly disagree,Neutral,Neutral,Slightly agree,Slightly agree,Slightly agree,Neutral,Agree,5.0
2629,Slightly agree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly agree,Neutral,Agree,Slightly agree,Agree,Neutral,Agree,Slightly agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,2.5
2630,,,,,,,,,,,,,,,,,Slightly disagree,Disagree,Agree,Disagree,Disagree,Agree,Slightly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Slightly agree,Neutral,Slightly disagree,Agree,5.0
2631,Disagree,Disagree,Slightly agree,Slightly disagree,Disagree,Agree,Slightly agree,Slightly agree,Disagree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
